"country","state","name","latitude","longitude","population"
"Poland","dolnośląskie","Kotla",51.7455408,16.0858092,
"Poland","dolnośląskie","Pęcław",51.6447485,16.2632835,
"Poland","dolnośląskie","Żukowice",51.6657885,15.9597078,
"Poland","dolnośląskie","Góra",51.669945,16.5376529,
"Poland","dolnośląskie","Jemielno",51.5673413,16.5019065,
"Poland","dolnośląskie","Niechlów",51.6642526,16.3542927,
"Poland","dolnośląskie","Wąsosz",51.5623852,16.69165,
"Poland","dolnośląskie","Chojnów",51.2732,15.93648,
"Poland","dolnośląskie","Krotoszyce",51.1394629,16.1038775,
"Poland","dolnośląskie","Kunice",51.2341158,16.2694233,
"Poland","dolnośląskie","Legnickie Pole",51.1627572,16.242452,
"Poland","dolnośląskie","Miłkowice",51.2564211,16.0659081,
"Poland","dolnośląskie","Prochowice",51.27304,16.3653,
"Poland","dolnośląskie","Ruja",51.1731895,16.4120948,
"Poland","dolnośląskie","Lubin",51.397722,16.2095788,
"Poland","dolnośląskie","Rudna",51.5111902,16.263731,
"Poland","dolnośląskie","Ścinawa",51.4159,16.42754,
"Poland","dolnośląskie","Chocianów",51.41724,15.90438,
"Poland","dolnośląskie","Gaworzyce",51.6339028,15.8780218,
"Poland","dolnośląskie","Grębocice",51.5928526,16.2480194,
"Poland","dolnośląskie","Polkowice",51.5024848,16.0620494,
"Poland","dolnośląskie","Przemków",51.5271198,15.7868955,
"Poland","dolnośląskie","Radwanice",51.0489879,17.1112823,
"Poland","dolnośląskie","Legnica",51.2070067,16.1553231,
"Poland","dolnośląskie","Bielawa",50.6907986,16.6229286,
"Poland","dolnośląskie","Dzierżoniów",50.7308605,16.6567892,
"Poland","dolnośląskie","Pieszyce",50.7116152,16.5820423,
"Poland","dolnośląskie","Piława Górna",50.6828036,16.7434759,
"Poland","dolnośląskie","Łagiewniki",50.7907311,16.8446111,
"Poland","dolnośląskie","Niemcza",50.7197493,16.8357165,
"Poland","dolnośląskie","Duszniki",50.404284,16.3904407,
"Poland","dolnośląskie","Kłodzko",50.4345636,16.6613941,
"Poland","dolnośląskie","Kudowa-Zdrój",50.4427156,16.2426605,
"Poland","dolnośląskie","Nowa Ruda",50.5797139,16.5037092,
"Poland","dolnośląskie","Polanica-Zdrój",50.4119089,16.5148115,
"Poland","dolnośląskie","Bystrzyca Kłodzka",50.2990907,16.6417942,
"Poland","dolnośląskie","Lądek-Zdrój",50.3430802,16.8795362,
"Poland","dolnośląskie","Lewin Kłodzki",50.4056168,16.2909777,
"Poland","dolnośląskie","Międzylesie",50.1477491,16.6670843,
"Poland","dolnośląskie","Radków",50.502402,16.4513436,
"Poland","dolnośląskie","Stronie Śląskie",50.2954526,16.8739539,
"Poland","dolnośląskie","Szczytna",50.41339,16.44742,
"Poland","dolnośląskie","Świdnica",50.8498434,16.475679,
"Poland","dolnośląskie","Świebodzice",50.8575475,16.3213376,
"Poland","dolnośląskie","Dobromierz",50.9409844,16.2193465,
"Poland","dolnośląskie","Jaworzyna Śląska",50.9129256,16.432166,
"Poland","dolnośląskie","Marcinowice",50.89093,16.6403575,
"Poland","dolnośląskie","Strzegom",50.9604662,16.3510375,
"Poland","dolnośląskie","Żarów",50.94076,16.49474,
"Poland","dolnośląskie","Boguszów-Gorce",50.7559487,16.2042958,
"Poland","dolnośląskie","Jedlina-Zdrój",50.71966,16.345569,
"Poland","dolnośląskie","Szczawno",50.810462,16.247897,
"Poland","dolnośląskie","Czarny Bór",50.7716843,16.130063,
"Poland","dolnośląskie","Głuszyca",50.68728,16.37107,
"Poland","dolnośląskie","Mieroszów",50.6659,16.18882,
"Poland","dolnośląskie","Stare Bogaczowice",50.847958,16.2017633,
"Poland","dolnośląskie","Walim",50.6974362,16.4422202,
"Poland","dolnośląskie","Wałbrzych",50.7840092,16.2843553,
"Poland","dolnośląskie","Bardo",50.50505,16.74043,
"Poland","dolnośląskie","Ciepłowody",50.667332,16.9236828,
"Poland","dolnośląskie","Kamieniec Ząbkowicki",50.5251922,16.8791589,
"Poland","dolnośląskie","Stoszowice",50.5830254,16.7008823,
"Poland","dolnośląskie","Ząbkowice Śląskie",50.5893617,16.8132419,
"Poland","dolnośląskie","Ziębice",50.5983,17.03888,
"Poland","dolnośląskie","Złoty Stok",50.44459,16.87578,
"Poland","dolnośląskie","Cieszków",51.6143989,17.2825686,
"Poland","dolnośląskie","Krośnice",51.429691,17.3571677,
"Poland","dolnośląskie","Milicz",51.5275957,17.2712122,
"Poland","dolnośląskie","Oleśnica",51.2134346,17.3898504,
"Poland","dolnośląskie","Bierutów",51.12444,17.54603,
"Poland","dolnośląskie","Dobroszyce",51.2949786,17.3189468,
"Poland","dolnośląskie","Dziadowa Kłoda",51.2346734,17.7081306,
"Poland","dolnośląskie","Międzybórz",51.3962482,17.6660338,
"Poland","dolnośląskie","Syców",51.30787,17.72016,
"Poland","dolnośląskie","Twardogóra",51.36499,17.46841,
"Poland","dolnośląskie","Oława",50.9459276,17.2924017,
"Poland","dolnośląskie","Domaniów",50.9011482,17.1482559,
"Poland","dolnośląskie","Jelcz-Laskowice",51.0212945,17.3164789,
"Poland","dolnośląskie","Borów",50.8792458,17.0087408,
"Poland","dolnośląskie","Kondratowice",50.7731346,16.9348765,
"Poland","dolnośląskie","Przeworno",50.6796383,17.1969315,
"Poland","dolnośląskie","Strzelin",50.7812167,17.0646124,
"Poland","dolnośląskie","Wiązów",50.813798,17.2023429,
"Poland","dolnośląskie","Kostomłoty",51.056752,16.6792193,
"Poland","dolnośląskie","Malczyce",51.2204266,16.493598,
"Poland","dolnośląskie","Miękinia",51.1750305,16.75191,
"Poland","dolnośląskie","Środa Śląska",51.1641896,16.5925834,
"Poland","dolnośląskie","Udanin",51.0424529,16.4826214,
"Poland","dolnośląskie","Oborniki Śląskie",51.3009866,16.9148091,
"Poland","dolnośląskie","Prusice",51.3704296,16.9606266,
"Poland","dolnośląskie","Trzebnica",51.3104211,17.0632716,
"Poland","dolnośląskie","Wisznia Mała",51.2315629,17.0241914,
"Poland","dolnośląskie","Zawonia",51.3323339,17.2150504,
"Poland","dolnośląskie","Żmigród",51.46654,16.90582,
"Poland","dolnośląskie","Brzeg Dolny",51.2728265,16.708557,
"Poland","dolnośląskie","Wińsko",51.4547789,16.6076539,
"Poland","dolnośląskie","Wołów",51.3364277,16.6441164,
"Poland","dolnośląskie","Czernica",51.0699744,17.2392645,
"Poland","dolnośląskie","Długołęka",51.1933768,17.2064831,
"Poland","dolnośląskie","Jordanów Śląski",50.8494649,16.8492036,
"Poland","dolnośląskie","Kąty Wrocławskie",51.0309199,16.7675962,
"Poland","dolnośląskie","Kobierzyce",50.9702085,16.9349701,
"Poland","dolnośląskie","Mietków",50.9744926,16.6503844,
"Poland","dolnośląskie","Sobótka",50.89984,16.74452,
"Poland","dolnośląskie","Święta Katarzyna",51.0271829,17.1133479,
"Poland","dolnośląskie","Siechnice",51.03365,17.14733,
"Poland","dolnośląskie","Żórawina",50.9576747,17.0578408,
"Poland","dolnośląskie","Wrocław",51.1078852,17.0385376,690000
"Poland","kujawsko-pomorskie","Białe Błota",53.0895614,17.9025308,
"Poland","kujawsko-pomorskie","Dąbrowa Chełmińska",53.1792145,18.2532968,
"Poland","kujawsko-pomorskie","Dobrcz",53.2764048,18.1315241,
"Poland","kujawsko-pomorskie","Koronowo",53.3155945,17.924967,
"Poland","kujawsko-pomorskie","Nowa Wieś Wielka",52.9784796,18.1159963,
"Poland","kujawsko-pomorskie","Osielsko",53.1841113,18.0984908,
"Poland","kujawsko-pomorskie","Sicienko",53.2063746,17.7940342,
"Poland","kujawsko-pomorskie","Solec Kujawski",53.0832531,18.2258318,
"Poland","kujawsko-pomorskie","Chełmża",53.1844724,18.6045572,
"Poland","kujawsko-pomorskie","Czernikowo",52.9295609,18.9705996,
"Poland","kujawsko-pomorskie","Lubicz",53.0423571,18.7583942,
"Poland","kujawsko-pomorskie","Łubianka",53.1398322,18.5003448,
"Poland","kujawsko-pomorskie","Łysomice",53.0863997,18.6197865,
"Poland","kujawsko-pomorskie","Obrowo",52.9498357,18.8475291,
"Poland","kujawsko-pomorskie","Wielka Nieszawka",52.9961639,18.509675,
"Poland","kujawsko-pomorskie","Zławieś Wielka",53.1194715,18.3490662,
"Poland","kujawsko-pomorskie","Bydgoszcz",53.1234804,18.0084378,360000
"Poland","kujawsko-pomorskie","Toruń",53.0137902,18.5984437,200000
"Poland","kujawsko-pomorskie","Brodnica",53.2599703,19.3956618,
"Poland","kujawsko-pomorskie","Bobrowo",53.2884315,19.2294383,
"Poland","kujawsko-pomorskie","Brzozie",53.3029491,19.6079083,
"Poland","kujawsko-pomorskie","Górzno",53.1980031,19.644406,
"Poland","kujawsko-pomorskie","Bartniczka",53.2485394,19.5324547,
"Poland","kujawsko-pomorskie","Jabłonowo Pomorskie",53.39009,19.1548,
"Poland","kujawsko-pomorskie","Osiek",52.9260444,18.8074332,
"Poland","kujawsko-pomorskie","Świedziebnia",53.1458064,19.5439482,
"Poland","kujawsko-pomorskie","Zbiczno",53.3578427,19.3501102,
"Poland","kujawsko-pomorskie","Chełmno",53.34842,18.42499,
"Poland","kujawsko-pomorskie","Kijewo Królewskie",53.2724884,18.4379758,
"Poland","kujawsko-pomorskie","Lisewo",53.2954476,18.6875465,
"Poland","kujawsko-pomorskie","Papowo Biskupie",53.2526054,18.5619444,
"Poland","kujawsko-pomorskie","Stolno",53.3228058,18.5420729,
"Poland","kujawsko-pomorskie","Unisław",53.2103474,18.3905262,
"Poland","kujawsko-pomorskie","Golub-Dobrzyń",53.110535,19.0539107,
"Poland","kujawsko-pomorskie","Ciechocin",53.0694968,18.9327298,
"Poland","kujawsko-pomorskie","Kowalewo Pomorskie",53.15467,18.89802,
"Poland","kujawsko-pomorskie","Radomin",53.0860174,19.1694848,
"Poland","kujawsko-pomorskie","Zbójno",53.0063638,19.1119381,
"Poland","kujawsko-pomorskie","Grudziądz",53.4837486,18.753565,
"Poland","kujawsko-pomorskie","Gruta",53.4557163,18.96118,
"Poland","kujawsko-pomorskie","Łasin",53.5193613,19.0870908,
"Poland","kujawsko-pomorskie","Radzyń Chełmiński",53.385034,18.9371303,
"Poland","kujawsko-pomorskie","Rogóźno",53.5484541,18.9455238,
"Poland","kujawsko-pomorskie","Świecie nad Osą",53.4521653,19.1211134,
"Poland","kujawsko-pomorskie","Kamień Krajeński",53.5333481,17.5213872,
"Poland","kujawsko-pomorskie","Sępólno Krajeńskie",53.4513,17.53162,
"Poland","kujawsko-pomorskie","Sośno",53.4058891,17.6546227,
"Poland","kujawsko-pomorskie","Więcbork",53.3536745,17.490565,
"Poland","kujawsko-pomorskie","Bukowiec",53.4125377,18.2593203,
"Poland","kujawsko-pomorskie","Dragacz",53.4710157,18.6636178,
"Poland","kujawsko-pomorskie","Drzycim",53.530838,18.2891845,
"Poland","kujawsko-pomorskie","Jeżewo",53.5413895,18.5045829,
"Poland","kujawsko-pomorskie","Lniano",53.5128402,18.1903486,
"Poland","kujawsko-pomorskie","Nowe",53.64903,18.7271078,
"Poland","kujawsko-pomorskie","Osie",53.5985441,18.3439173,
"Poland","kujawsko-pomorskie","Pruszcz",53.3194376,18.212466,
"Poland","kujawsko-pomorskie","Świecie",53.4093843,18.4473864,
"Poland","kujawsko-pomorskie","Świekatowo",53.4186995,18.0957046,
"Poland","kujawsko-pomorskie","Warlubie",53.6220168,18.5611604,
"Poland","kujawsko-pomorskie","Cekcyn",53.5699721,18.039597,
"Poland","kujawsko-pomorskie","Gostycyn",53.4678465,17.8328698,
"Poland","kujawsko-pomorskie","Kęsowo",53.564958,17.7093359,
"Poland","kujawsko-pomorskie","Lubiewo",53.4664444,18.020609,
"Poland","kujawsko-pomorskie","Śliwice",53.7090279,18.1802823,
"Poland","kujawsko-pomorskie","Tuchola",53.58762,17.85955,
"Poland","kujawsko-pomorskie","Wąbrzeźno",53.2799634,18.9478368,
"Poland","kujawsko-pomorskie","Dębowa Łąka",53.2292261,19.0472688,
"Poland","kujawsko-pomorskie","Książki",53.3300475,19.0703817,
"Poland","kujawsko-pomorskie","Płużnica",53.3277406,18.7878879,
"Poland","kujawsko-pomorskie","Aleksandrów Kujawski",52.8765762,18.6934503,
"Poland","kujawsko-pomorskie","Ciechocinek",52.8790493,18.7948147,
"Poland","kujawsko-pomorskie","Nieszawa",52.8344014,18.8950771,
"Poland","kujawsko-pomorskie","Bądkowo",52.7033394,18.7927911,
"Poland","kujawsko-pomorskie","Koneck",52.7830135,18.7192458,
"Poland","kujawsko-pomorskie","Raciążek",52.856485,18.8133859,
"Poland","kujawsko-pomorskie","Waganiec",52.8027478,18.8631427,
"Poland","kujawsko-pomorskie","Zakrzewo",53.3159104,18.4717807,
"Poland","kujawsko-pomorskie","Inowrocław",52.7993317,18.2562032,
"Poland","kujawsko-pomorskie","Dąbrowa Biskupia",52.7902776,18.4622907,
"Poland","kujawsko-pomorskie","Gniewkowo",52.89463,18.40746,
"Poland","kujawsko-pomorskie","Janikowo",52.75378,18.11328,
"Poland","kujawsko-pomorskie","Kruszwica",52.67429,18.33159,
"Poland","kujawsko-pomorskie","Pakość",52.80141,18.08517,
"Poland","kujawsko-pomorskie","Rojewo",52.9093335,18.2725761,
"Poland","kujawsko-pomorskie","Złotniki Kujawskie",52.8886634,18.1227285,
"Poland","kujawsko-pomorskie","Lipno",52.844147,19.1784128,
"Poland","kujawsko-pomorskie","Bobrowniki",52.7795731,18.9591994,
"Poland","kujawsko-pomorskie","Chrostkowo",52.9408125,19.2373481,
"Poland","kujawsko-pomorskie","Dobrzyń nad Wisłą",52.6375464,19.3182434,
"Poland","kujawsko-pomorskie","Kikół",52.9119516,19.1199145,
"Poland","kujawsko-pomorskie","Skępe",52.8677421,19.356164,
"Poland","kujawsko-pomorskie","Tłuchowo",52.7553013,19.4129515,
"Poland","kujawsko-pomorskie","Wielgie",52.7489266,19.2533342,
"Poland","kujawsko-pomorskie","Dąbrowa",52.7380616,17.9533617,
"Poland","kujawsko-pomorskie","Jeziora Wielkie",52.5511332,18.2975,
"Poland","kujawsko-pomorskie","Mogilno",52.6577648,17.9556925,
"Poland","kujawsko-pomorskie","Strzelno",52.62772,18.17266,
"Poland","kujawsko-pomorskie","Kcynia",52.99166,17.48843,
"Poland","kujawsko-pomorskie","Mrocza",53.24285,17.60415,
"Poland","kujawsko-pomorskie","Nakło nad Notecią",53.1417565,17.6018342,
"Poland","kujawsko-pomorskie","Sadki",53.1724898,17.4327637,
"Poland","kujawsko-pomorskie","Szubin",53.00942,17.73989,
"Poland","kujawsko-pomorskie","Radziejów",52.62669,18.5257,
"Poland","kujawsko-pomorskie","Bytoń",52.5574473,18.5961026,
"Poland","kujawsko-pomorskie","Dobre",52.6934225,18.581744,
"Poland","kujawsko-pomorskie","Osięciny",52.6611484,18.7120268,
"Poland","kujawsko-pomorskie","Piotrków Kujawski",52.55106,18.49897,
"Poland","kujawsko-pomorskie","Topólka",52.4998258,18.6836599,
"Poland","kujawsko-pomorskie","Rypin",53.0657106,19.4094097,
"Poland","kujawsko-pomorskie","Brzuze",53.0579377,19.2705124,
"Poland","kujawsko-pomorskie","Rogowo",52.7251027,17.6532993,
"Poland","kujawsko-pomorskie","Skrwilno",53.0172422,19.6212916,
"Poland","kujawsko-pomorskie","Wąpielsk",53.1553229,19.2893285,
"Poland","kujawsko-pomorskie","Kowal",52.53015,19.14773,
"Poland","kujawsko-pomorskie","Baruchowo",52.4807628,19.2646971,
"Poland","kujawsko-pomorskie","Boniewo",52.4649091,18.8961182,
"Poland","kujawsko-pomorskie","Brześć Kujawski",52.60628,18.90129,
"Poland","kujawsko-pomorskie","Choceń",52.5091369,19.0294838,
"Poland","kujawsko-pomorskie","Chodecz",52.4048502,19.0274989,
"Poland","kujawsko-pomorskie","Fabianki",52.717348,19.1103724,
"Poland","kujawsko-pomorskie","Izbica Kujawska",52.4206613,18.7626608,
"Poland","kujawsko-pomorskie","Lubanie",52.7279844,18.9126298,
"Poland","kujawsko-pomorskie","Lubień Kujawski",52.4062515,19.1651495,
"Poland","kujawsko-pomorskie","Lubraniec",52.5413225,18.8315208,
"Poland","kujawsko-pomorskie","Włocławek",52.6483303,19.0677357,
"Poland","kujawsko-pomorskie","Barcin",52.8661061,17.9462615,
"Poland","kujawsko-pomorskie","Gąsawa",52.7674269,17.7555923,
"Poland","kujawsko-pomorskie","Janowiec Wielkopolski",52.75634,17.48971,
"Poland","kujawsko-pomorskie","Łabiszyn",52.95211,17.91972,
"Poland","kujawsko-pomorskie","Żnin",52.8493847,17.719477,
"Poland","lubelskie","Międzyrzec Podlaski",51.9853496,22.7848432,
"Poland","lubelskie","Terespol",52.0732257,23.6080719,
"Poland","lubelskie","Biała Podlaska",52.0387126,23.1445026,
"Poland","lubelskie","Drelów",51.9258217,22.9459676,
"Poland","lubelskie","Janów Podlaski",52.1939792,23.2121137,
"Poland","lubelskie","Kodeń",51.914075,23.6068176,
"Poland","lubelskie","Konstantynów",52.2060223,23.083666,
"Poland","lubelskie","Leśna Podlaska",52.1316395,23.0297502,
"Poland","lubelskie","Łomazy",51.9038827,23.1771438,
"Poland","lubelskie","Piszczac",51.9634209,23.4105534,
"Poland","lubelskie","Rokitno",52.1217646,23.2946865,
"Poland","lubelskie","Rossosz",51.8504638,23.0948244,
"Poland","lubelskie","Sławatycze",51.7629188,23.5544764,
"Poland","lubelskie","Sosnówka",51.7496451,23.3642026,
"Poland","lubelskie","Tuczna",51.8500731,23.4176472,
"Poland","lubelskie","Wisznice",51.7888924,23.2083805,
"Poland","lubelskie","Zalesie",52.0355397,23.3626351,
"Poland","lubelskie","Dębowa Kłoda",51.5615668,22.9847341,
"Poland","lubelskie","Jabłoń",51.7248754,23.0876499,
"Poland","lubelskie","Milanów",51.7118861,22.9024512,
"Poland","lubelskie","Parczew",51.64027,22.90032,
"Poland","lubelskie","Podedwórze",51.6494566,23.2040043,
"Poland","lubelskie","Siemień",51.6109422,22.7442254,
"Poland","lubelskie","Sosnowica",51.4990906,23.0720358,
"Poland","lubelskie","Radzyń Podlaski",51.7832025,22.6218532,
"Poland","lubelskie","Borki",51.6976363,22.5358346,
"Poland","lubelskie","Czemierniki",51.6726476,22.6385451,
"Poland","lubelskie","Kąkolewnica Wschodnia",51.8994863,22.6377219,
"Poland","lubelskie","Komarówka Podlaska",51.8376755,22.9406252,
"Poland","lubelskie","Ulan",51.5365197,23.535719,
"Poland","lubelskie","Wohyń",51.7744336,22.8144515,
"Poland","lubelskie","Włodawa",51.55178,23.55434,
"Poland","lubelskie","Hanna",51.6928285,23.4750701,
"Poland","lubelskie","Hańsk",51.4237317,23.4319211,
"Poland","lubelskie","Stary Brus",51.4990565,23.2851159,
"Poland","lubelskie","Urszulin",51.4240902,23.2190192,
"Poland","lubelskie","Wola Uhruska",51.3482823,23.578294,
"Poland","lubelskie","Wyryki",51.5740597,23.351496,
"Poland","lubelskie","Biłgoraj",50.54099,22.72198,
"Poland","lubelskie","Aleksandrów",50.4687243,22.8941711,
"Poland","lubelskie","Biszcza",50.4121145,22.6401578,
"Poland","lubelskie","Frampol",50.6715465,22.6706518,
"Poland","lubelskie","Goraj",50.7212521,22.6671287,
"Poland","lubelskie","Józefów",50.4810796,23.0540597,
"Poland","lubelskie","Księżpol",50.4230088,22.7351771,
"Poland","lubelskie","Łukowa",51.927158,22.3830241,
"Poland","lubelskie","Obsza",50.3216509,23.0249039,
"Poland","lubelskie","Potok Górny",50.3806022,22.5281687,
"Poland","lubelskie","Tarnogród",50.3610555,22.7406397,
"Poland","lubelskie","Tereszpol",50.5672336,22.8928897,
"Poland","lubelskie","Turobin",50.8232678,22.7436465,
"Poland","lubelskie","Rejowiec Fabryczny",51.1186472,23.2506815,
"Poland","lubelskie","Białopole",50.9615772,23.781344,
"Poland","lubelskie","Chełm",51.1431232,23.4711986,
"Poland","lubelskie","Dorohusk",51.1228468,23.8026613,
"Poland","lubelskie","Dubienka",51.0484966,23.8924423,
"Poland","lubelskie","Kamień",51.1253656,21.8126606,
"Poland","lubelskie","Leśniowice",51.0125776,23.4915236,
"Poland","lubelskie","Ruda",51.211076,23.5977778,
"Poland","lubelskie","Sawin",51.2755072,23.4378883,
"Poland","lubelskie","Siedliszcze",51.2120082,23.174162,
"Poland","lubelskie","Wierzbica",51.262564,23.3223797,
"Poland","lubelskie","Wojsławice",50.9190109,23.5462738,
"Poland","lubelskie","Żmudź",51.0243785,23.6432428,
"Poland","lubelskie","Rejowiec",51.1061537,23.3101028,
"Poland","lubelskie","Hrubieszów",50.80518,23.89091,
"Poland","lubelskie","Dołhobyczów",50.5863925,24.0351643,
"Poland","lubelskie","Horodło",50.8944154,24.0374679,
"Poland","lubelskie","Mircze",50.651264,23.9420657,
"Poland","lubelskie","Trzeszczany",50.8207448,23.7369314,
"Poland","lubelskie","Uchanie",50.909268,23.651102,
"Poland","lubelskie","Werbkowice",50.7535287,23.763773,
"Poland","lubelskie","Krasnystaw",50.98411,23.17194,
"Poland","lubelskie","Fajsławice",51.0951596,22.9632166,
"Poland","lubelskie","Gorzków",50.9569444,22.9694054,
"Poland","lubelskie","Izbica",50.8934674,23.1589156,
"Poland","lubelskie","Kraśniczyn",50.9198888,23.3566967,
"Poland","lubelskie","Łopiennik Górny",51.0252979,23.0112393,
"Poland","lubelskie","Rudnik",51.2826924,22.610789,
"Poland","lubelskie","Siennica Różana",51.0005293,23.3400806,
"Poland","lubelskie","Żółkiewka",50.909807,22.8346659,
"Poland","lubelskie","Tomaszów Lubelski",50.447024,23.4163099,
"Poland","lubelskie","Bełżec",50.384945,23.438111,
"Poland","lubelskie","Jarczów",50.4242989,23.5854771,
"Poland","lubelskie","Krynice",50.5799404,23.4060228,
"Poland","lubelskie","Lubycza Królewska",50.3410875,23.5185723,
"Poland","lubelskie","Łaszczów",50.5332417,23.7255557,
"Poland","lubelskie","Rachanie",50.5372538,23.5454126,
"Poland","lubelskie","Susiec",50.4145342,23.2170296,
"Poland","lubelskie","Tarnawatka",50.5309948,23.3956908,
"Poland","lubelskie","Telatyn",50.527223,23.8394021,
"Poland","lubelskie","Tyszowce",50.6170721,23.699374,
"Poland","lubelskie","Ulhówek",50.4550066,23.8350181,
"Poland","lubelskie","Adamów",51.7430636,22.2640542,
"Poland","lubelskie","Grabowiec",50.8217024,23.5497339,
"Poland","lubelskie","Komarów",50.6536065,23.5235115,
"Poland","lubelskie","Krasnobród",50.5453129,23.213387,
"Poland","lubelskie","Łabunie",50.6555507,23.3658238,
"Poland","lubelskie","Miączyn",50.7400086,23.5303182,
"Poland","lubelskie","Nielisz",50.800192,23.0440354,
"Poland","lubelskie","Radecznica",50.743136,22.8328077,
"Poland","lubelskie","Sitno",50.7280529,23.3798894,
"Poland","lubelskie","Skierbieszów",50.8641371,23.3600793,
"Poland","lubelskie","Stary Zamość",50.8209463,23.1997827,
"Poland","lubelskie","Sułów",50.771076,22.955697,
"Poland","lubelskie","Szczebrzeszyn",50.6951326,22.9800329,
"Poland","lubelskie","Zamość",50.7230879,23.2519686,
"Poland","lubelskie","Zwierzyniec",50.61404,22.97512,
"Poland","lubelskie","Lubartów",51.4598694,22.6094606,
"Poland","lubelskie","Abramów",51.470015,22.2903091,
"Poland","lubelskie","Firlej",51.5592154,22.5090879,
"Poland","lubelskie","Jeziorzany",51.6076074,22.2660212,
"Poland","lubelskie","Kamionka",51.4589085,22.4558954,
"Poland","lubelskie","Kock",51.64122,22.44796,
"Poland","lubelskie","Michów",51.5238277,22.3121506,
"Poland","lubelskie","Niedźwiada",51.5168419,22.7162255,
"Poland","lubelskie","Ostrów Lubelski",51.4938767,22.8528813,
"Poland","lubelskie","Ostrówek",51.5851104,22.5984994,
"Poland","lubelskie","Serniki",51.4371245,22.6584572,
"Poland","lubelskie","Uścimów",51.4738093,22.9261267,
"Poland","lubelskie","Bełżyce",51.17404,22.28024,
"Poland","lubelskie","Borzechów",51.0768632,22.2730418,
"Poland","lubelskie","Bychawa",51.0134847,22.5301158,
"Poland","lubelskie","Garbów",51.355095,22.3293657,
"Poland","lubelskie","Głusk",51.160511,22.6214457,
"Poland","lubelskie","Jabłonna",51.0921467,22.6327789,
"Poland","lubelskie","Jastków",51.312092,22.4582102,
"Poland","lubelskie","Konopnica",51.221438,22.4294061,
"Poland","lubelskie","Krzczonów",50.999388,22.7100218,
"Poland","lubelskie","Niedrzwica Duża",51.1090087,22.3865959,
"Poland","lubelskie","Niemce",51.3472232,22.5710684,
"Poland","lubelskie","Strzyżewice",51.0599205,22.4664757,
"Poland","lubelskie","Wojciechów",51.235627,22.244933,
